Puzzle,Solution
050026004800001050006800009068040205503060490004008600679300142401270560200610907,357926814892431756146857329968143275513762498724598631679385142481279563235614987
051003090892006004063040082000290500010684739609100048106900000907460005004308960,451823697892716354763549182348297516215684739679135248186952473937461825524378961
020090060380560012456001080000032000000000800030650907803275190790040030610009400,127893564389564712456721389978432651564917823231658947843275196795146238612389475
100400902050007840940000016796800100000300090010905204070258060089010320200700080,137486952652197843948523716796842135425371698813965274371258469589614327264739581
700006053060039020903700801270005008000000540010000692386004009090103000152908400,728416953561839724943752861274695318639281547815347692386524179497163285152978436
350617000709080160001900370904038000030509841007104920070090504063001289090423706,358617492749382165621945378914238657236579841587164923172896534463751289895423716
140060892002100400360008000097320050050080000600010970200001030036570201500000700,145763892782159463369248517897326154451987326623415978274891635936574281518632749
086040100420613000000580000040100900700320086062450071058094000094000765300060000,586942137427613598139587624843176952715329486962458371658794213294831765371265849
000364070600071900307000000706420010002900060891007025070850002008000050250100687,985364271624571938317289546736425819542918763891637425473856192168792354259143687
000251040020080700805700300280309057430560080759408610012000000090032160640000239,973251846124683795865794321286319457431567982759428613312946578597832164648175239
708439060591760030400251800804920716173605940269004080040012607907046321610000458,728439165591768234436251879854923716173685942269174583345812697987546321612397458
000000230060070800402006105180000460000800320030000090920008000306901080008004013,817495236563172849492386175189523467675849321234617598921738654346951782758264913
400006030002073000093804700640000983300000602009005417000082306020301004030050800,457196238862573149193824765645217983371948652289635417514782396928361574736459821
002000003060000920035102700523000060481037050090000000000060400300924600649578130,172896543864753921935142786523419867481637259796285314257361498318924675649578132
800654917500200036607183500050867090700000050009030001300000180078410360120300040,832654917514279836697183524251867493763941258489532671345726189978415362126398745
037650000050300010240879050800060000705008030090000728370000205502004071080720009,937651482658342917241879653813267594725498136496513728379186245562934871184725369
000590600610032087392067015000010028800003594709280360084700053237050846100308200,478591632615432987392867415563914728821673594749285361984726153237159846156348279
060025701905400200231700000307542608608907542002816070003670980056290100709050420,864325791975481263231769854397542618618937542542816379123674985456298137789153426
000700360060450080000009000489021050002500400073060008946000010038190746100840900,895712364761453289324689571489321657612578493573964128946237815238195746157846932
000370004700210000320046007080761245600008791071400306068100579100080402200000008,816375924754219863329846157983761245642538791571492386468123579195687432237954618
900007432812050690000020805400071260650090748200060951006900020009248506004730009,965187432812453697347629815498571263651392748273864951786915324139248576524736189
000689400403000090859204000900060504085090607200870109601008000000010300500723001,172689453463157298859234716917362584385491627246875139631548972728916345594723861
060341002321689457008570100289450631614200975753906240405820716876190324132764500,567341892321689457948572163289457631614238975753916248495823716876195324132764589
031054029090000700400097008057268943980341070000070006040710000078932400600000237,731854629895623714462197358157268943986341572324579186243716895578932461619485237
010000268079800050000601000090340000400270006003000400100000000046023085008407310,315794268679832154824651793597346821481279536263518479132985647746123985958467312
060281000091600703540307000006503814400028306008106209279430008103700540654800937,367281495891654723542397681926573814415928376738146259279435168183769542654812937
304010007520396180680405003030950870050831946040600300008703000470082000200540018,394218567527396184681475293136954872752831946849627351918763425475182639263549718
409000300210430960060907001004000070950021006000008000780250034390610002642803010,479162358218435967563987421824596173957321846136748295781259634395614782642873519
280090601190304000006080000819023050760000920000049087040000238600900014501000060,283597641195364872476281395819723456764815923352649187947156238638972514521438769
090013750001200340603574192900035001006007020470601000067300004830102560040760013,294813756751296348683574192928435671316987425475621839167359284839142567542768913
000006509090510780053009041029600017410902060065100004530001402000000036200000008,147386529692514783853729641329645817418972365765138294536891472984257136271463958
298301000001706000060000491002604009510003700936000008320000005009860270600000000,298341657451796382763528491872654139514983726936172548327419865149865273685237914
060030090901746328007005104790008010030900076146270080680000000000400857000080630,864132795951746328327895164792658413538914276146273589685327941213469857479581632
006741080090000104801059670000123000000406508063905001680017309005390867070060015,536741982297638154841259673458123796912476538763985241684517329125394867379862415
501400003230080097090000010019506832305000009002013065000000701820149356000050000,571492683234681597698735214419576832365824179782913465953268741827149356146357928
050487062079000438208000157023009074816374009007508600930802700000900081000046095,351487962679251438248693157523169874816374529497528613935812746764935281182746395
140500026006400098300000070030290041208000530091000760817042003000351680000980210,149578326576423198382169475735296841268714539491835762817642953924351687653987214
678153492010249687004867351000432079437905006050601843520310704801024030743000010,678153492315249687294867351186432579437985126952671843529318764861724935743596218
810032706030047008200650100070000900009004321100009870008000010401896000700210400,814932756635147298297658143372581964589764321146329875958473612421896537763215489
632491785410708900908050016000905803000300007503072104000007000000000508750039000,632491785415768932978253416247915863196384257583672194861527349329146578754839621
000020403020106000000000901090518200050063019618209000200000004809400002006080705,781925463924136578563874921397518246452763819618249357235697184879451632146382795
008050000256009074007006000000695040000840130079000865013900000060078051700500203,348752916256189374197436528831695742625847139479213865513924687962378451784561293
600000209080290003000063008058426930490037820320910507000382070000000004807004390,673845219584291763912763458758426931491537826326918547149382675235679184867154392
039700000521098437800031090098253614010860000060140000480900703170400050050370800,639724185521698437847531296798253614314867529265149378482915763173486952956372841
250300970389004210060090580500000630600400120000068000700000045045007800003040060,251386974389574216467291583514729638678453129932168457796812345145637892823945761
100607500007200030430800002001920007000004080020015000900500003008002105000000940,182637594597241638436859712641928357759364281823715469914576823368492175275183946
042806001010275008060310059000000080985020000600030192400000910800900600100652004,542896731319275468768314259231469587985127346674538192426783915857941623193652874
200300810800120375035790240407000000903061700680079453302010000018640007704080100,276354819849126375135798246427835691953461728681279453362917584518642937794583162
090002004400976201160503070500700003800000060029000700937408010000300400040000082,793812654458976231162543879516784923874239165329651748937428516281365497645197382
590060100000075360030010907045030629260000470009026530306002805400600000952040010,597364182128975364634218957845731629263589471719426538376192845481657293952843716
500869702000000860869207000470000008630700491000154603310502004002300150004001200,543869712127435869869217345471693528635728491298154673316572984982346157754981236
306050090710908600000406050401593020000000070602001005207080010160000300800009760,346157298715928643928436157471593826593862471682741935237684519169275384854319762
604001580000005003580290170850000390040000000036000004469520001200603948310479052,624731589197865423583294176852146397941387265736952814469528731275613948318479652
034002500012930078809015040357100280280367009000008100108750020040091860025006010,634872591512934678879615342357149286281367459496528137168753924743291865925486713
623814000708030460000090003004000000080060070006901000900148530437600090000079600,623814759798532461541796823354287916189463275276951384962148537437625198815379642
142096070703400981080700240030000150000600000200010634500000002329180400678000310,142896573763452981985731246436279158851643729297518634514367892329185467678924315
040703596752090400009100872405012689091074030020050040000500060580069027067001054,148723596752896413639145872475312689891674235326958741214537968583469127967281354
900600000008019706000027080009204800700100092102970300590002138070063040300090670,917658423238419756465327981659234817743186592182975364596742138871563249324891675
480572360369008700572000180614283507823795641907106238196030025200000903700900800,481572369369418752572369184614283597823795641957146238196837425248651973735924816
948163057000400030365709004604508010000970005570012408400000071009340026816200900,948163257127485639365729184694538712281974365573612498432896571759341826816257943
600700900450002008000500060008035040500006002102409050006041000301007204000000700,683714925459362178217598463978235641534176892162489357726841539391657284845923716
570000320009470100004000000100650000706000501400713902051960000000801050000034200,578196324329475186614382795132659478796248531485713962251967843943821657867534219
000000650008057900000800030316005700040600020002004001063010004204006105075940080,497123658638457912521869437316285749849671523752394861963518274284736195175942386
080902375036581094905340000507093480803054026240016007390105642671020053402638010,184962375736581294925347168567293481813754926249816537398175642671429853452638719
005070800803050460206000059100060304030140500650090078040017035080026041061430000,495672813873951462216384759128765394739148526654293178942817635387526941561439287
710640380509800267683002900430108700107205030098370100076013590351020008020007613,712649385549831267683752941435168729167295834298374156876413592351926478924587613
050947200047326000300001700700400520030000940000000013490178002006234050280090070,851947236947326185362851794719463528638512947524789613495178362176234859283695471
705103940941800523200590000064758090000302460000400700050047019000285000078931000,785123946941876523236594178164758392897312465523469781352647819419285637678931254
530040700006301589000957400308600000050400600024000100000579210000103840107000000,539846721746321589812957463378612954951438672624795138483579216295163847167284395
300001800000978302009030000098152600003060708041087020800010056000523000057096230,376241895415978362289635471798152643523469718641387529832714956964523187157896234
001032604300009200000674381046000032000013050000720908000900403602300010090050800,871532694364189275259674381746895132928413756135726948517968423682347519493251867
905480300064901005013002000000000024008000169051009038407100002000300470106200000,925487316764931285813562947679813524348725169251649738437158692582396471196274853
021690008005020600687000000030006700809030560000080200790102003003860975008970006,321697458945328617687415392132546789879231564564789231796152843213864975458973126
600000008030098600810070059964200700000564920100937860470329080090010000208046103,649152378537498612812673459964281735783564921125937864471329586396815247258746193
030045008450800320060900700000400180004082900682300470876000000001604893000150067,239745618457816329168923754395467182714582936682391475876239541521674893943158267
003800600020709401000645000830004900945203010201050700570306190000007043090000060,453812679628739451719645382837164925945273816261958734574326198186597243392481567
350000201290010000070500098012073406040065109069000037920040015480000900030000740,358694271296718354174532698512973486743865129869421537927346815481257963635189742
005800100080504090006091008302000806548010039907203015100375604604100003000006701,495832167781564392236791548312459876548617239967283415129375684674128953853946721
806075200300008709070312408000029800000000001700800024063100042000400105004000607,846975213312648759975312468431529876628734591759861324563187942287496135194253687
500400000106925780007003050710040308040801072800002000600000123981206000200050006,528417639136925784497683251712549368345861972869372415654798123981236547273154896
008000000005081603003204015800143900006800032070000004200416050000300701600008209,128635497745981623963274815852143976416897532379562184297416358584329761631758249
130082049000560703796000008609304172400208005523100080002013450000620001817000036,135782649248569713796431528689354172471298365523176984962813457354627891817945236
692030004004090650100046093400972135970600208005004000000068309009413076530029480,692835714384197652157246893468972135973651248215384967741568329829413576536729481
402006100185004003003005490601007080370002619009000340037000906800609001910700020,492836175185974263763215498641397582378542619529168347237481956854629731916753824
470000200060704000950020400046009037201673905009005000807500004604300508300048796,478951263162734859953826471546289137281673945739415682897562314614397528325148796
461270800000450213002819400800920631127300905090045002078594026910602000206700304,461273859789456213532819467845927631127368945693145782378594126914632578256781394
000001805400007000000400027009740060005839710730005084090004006064070109017093400,376921845428357691951486327189742563645839712732165984893514276564278139217693458
203500840500301007014920003000096482006034059420000700100003028900102670080000305,293567841568341297714928563351796482876234159429815736147653928935182674682479315
104000970926400180378960504010080349682304751403170060230749600709218405040036097,154823976926457183378961524517682349682394751493175862235749618769218435841536297
007004106093761040160800009010059080706000010958007623000030002600070001039042000,287394156593761248164825379312659784746283915958417623471536892625978431839142567
705102008900308507020579040472900165190005034803406079004290700560030402200650000,735142698941368527628579341472983165196725834853416279384291756569837412217654983
009050400015039008023000195100290067000003040002500080501028000980070200007000050,879152436615439728423786195158294367796813542342567981531928674984675213267341859
931800400507904080648500201009080530000000610410650920106298700700100800002000069,931862475527914386648573291269481537875329614413657928156298743794136852382745169
000062010160900075390810420700500030900106000531074098000021069009050200005698300,458762913162943875397815426726589134984136752531274698873421569649357281215698347
053007000809030705000000000000070900020050107705002063632080049000004028004000000,253147896849236715167598234418673952326459187795812463632781549571964328984325671
000040710102600030000000000008060003010003060609007540050430029200080000300050487,985342716172695834463178295528964173714523968639817542857431629246789351391256487
300004000060903405750608932200039068076002300030000701400001203080305107503207604,329574816168923475754618932241739568876152349935486721497861253682345197513297684
000085100108006240007142005096014072415807936802693451500400728784200610000700094,243985167158376249967142385396514872415827936872693451539461728784259613621738594
520000906403596217090742000060003705379005020210087600630258009740610350958004060,527831946483596217196742583864123795379465821215987634631258479742619358958374162
070830005680100093035007008200510930360000850518009070090080520800402010400003680,972836145684125793135947268247518936369274851518369472793681524856492317421753689
520600708006027901130089250000200079905034002002908504700102000601070000200090087,529613748846527931137489256468251379915734862372968514783142695691875423254396187
009730060000064300030910050702000040590006027000000095027109500053002410608000000,849735261175264389236918754782591643591346827364827195427189536953672418618453972
050200010067000204120600078031000702005001003000376000090102040080000600700405830,458297316967813254123654978631548792875921463249376185396182547584739621712465839
057010060100500040900034050000301005890275000035486090340000918609023070070109020,457918362183562749926734851764391285891275436235486197342657918619823574578149623
803000295401290030029800001082009040050621803316700009205904617147500002690002350,873416295461295738529837461782359146954621873316748529235984617147563982698172354
700030000005001342006040850038670200009103700670250038907000003180005679003897000,742538196895761342316942857438679215259183764671254938927416583184325679563897421
300000009084239065062801403039002041000900382807413006070198254405327608208564907,351746829784239165962851473539682741146975382827413596673198254495327618218564937
104600000580934000670001492000006001060100200010208350740000000006005038800000010,194672583582934167673581492259346871368157249417298356741863925926415738835729614
083400060002000038000005027009000000700032801250600390925003700048059003307064500,183427965572196438496385127839541672764932851251678394925813746648759213317264589
013268704864000005009400600301006820082009500000082109100020908950813400420970061,513268794864397215279451683391546827782139546645782139137624958956813472428975361
000028400021374085478105000096040078002083564800050000009400850057010006004000703,935628417621374985478195632596241378712983564843756129269437851357819246184562793
324059008000000001900006302000263009510700206000910004800500003107304060000600400,324159678765832941981476352478263519519748236632915784846597123197324865253681497
070082100106000582298000304852091006309607400400803091940030800021578003783010625,574382169136749582298165374852491736319627458467853291945236817621578943783914625
023000874670384205048572301009607183200893006380450000704200010195008630832105907,523916874671384295948572361459627183217893456386451729764239518195748632832165947
020090040000030100007682000003000092670000000200000000090800401102560978060070005,326195847958437126417682359543718692671249583289356714795823461132564978864971235
150206783087400209930000546869300107200670038703958624000800300008500491591703802,154296783687435219932187546869324157245671938713958624426819375378562491591743862
000085009630102857580693014005260100000070500000500408028000000400006000750304000,214785639639142857587693214845269173361478592972531468128957346493816725756324981
200070368063508709078000004800201970300045010001080005140800690000097280700006503,215974368463518729978362154854231976397645812621789435142853697536497281789126543
040806000280475169605190348790384000368510470514027090057261934400050080931740620,149836257283475169675192348792384516368519472514627893857261934426953781931748625
009100006502070010100000790650943821310200049000000037700052900040091005205300174,479128356532679418186534792657943821318267549924815637761452983843791265295386174
890060700307004591402100803000020630706300089900076100100400000009000350000039410,891563724367284591452197863584921637716345289923876145138452976649718352275639418
005328741080000300030079865056007000014000000700603000001004590020001030600005080,965328741187546329432179865256487913314952678798613254871234596529861437643795182
760004008500160002080073190608710050010036280307050601003600000000207360806300004,761924538539168472482573196648712953915436287327859641273645819194287365856391724
000795126020040050905001043603279480410030002090100007170500600506003278080460915,834795126721346859965821743653279481417638592298154367179582634546913278382467915
290030560006000300107005490500008210600004000709203840068102753400057000005090000,294731568856429371137685492543978216682514937719263845968142753421357689375896124
590134020010859060843000105000206400000040607084500201072901040100403072408025900,596134728217859364843672195735216489921348657684597231372981546159463872468725913
200481700087059000409006380040700060726913048800004037900802650100605800560047020,253481796687359412419276385345728169726913548891564237974832651132695874568147923
000070230640982107700000486000400620010065000200098000520700960306829501901000000,158674239643982157792153486839417625417265893265398714524731968376829541981546372
900706042630200010000010703080429607006000405203060090000370259009005176105600380,918736542637254918452918763581429637796183425243567891864371259329845176175692384
500247000008500902006893014051060823460100709803702600004079005030085290080600007,519247368348516972276893514751964823462138759893752641624379185137485296985621437
205007000068200100003680009000460983041930570800052401902800000180000006076000005,295317648468295137713684259527461983641938572839752461952876314184523796376149825
070000035300701000008034710030028079069000080000000003020043098100260000903000250,471682935392751864658934712534128679269375481817496523726543198185269347943817256
040000013300000070190870004079000831500040700000087490060730059710098002054261080,847926513326415978195873264479652831581349726632187495268734159713598642954261387
865004000070600500009001000048270001000908004002000080004510090103092470007060008,865724319371689542429351867948275631516938724732146985684517293153892476297463158
030450800070001000020000063168749320950100700000300008006000090394200580507914632,631452879879631254425897163168749325953128746742365918216583497394276581587914632
230406007041000050057010023006245031080703062503008790012500600000920005975034218,239456187841372956657819423796245831184793562523168794312587649468921375975634218
000027004006009000000003002038460219000780340461090507090000000007030005000250003,183627954276549831549813672738465219952781346461392587395176428827934165614258793
280530100090040060040092007013000200702016490000720500920473000138065704674080035,286537149597148362341692857413859276752316498869724513925473681138965724674281935
092034105000000900010062008520080709007500030030007016060708000050300680004000091,792834165486175923315962478521683749647519832938427516163798254259341687874256391
810000759560079000000200360004002030000600001000001007251006004040007200030904600,812463759563879142497215368184792536975638421326541897251386974649157283738924615
960547830040906507357010904605384120180600073000179650793401205026750001000200700,961547832842936517357812964675384129189625473234179658793461285426758391518293746
030000586008057190140698700804500003050080600001273000400006000080724961000900807,739142586628357194145698732874569213352481679961273458497816325583724961216935847
587604203134090506920703048400008902602370004813409000249500601708040059000086007,587614293134892576926753148475168932692375814813429765249537681768241359351986427
000978020269005870000162495020400609000020107013706200005234000600800000700010500,451978326269345871378162495527481639946523187813796254195234768634857912782619543
600083007037629810580400306006890070248751693000036000704005208125308060803940000,612583947437629815589417326356894172248751693971236584794165238125378469863942751
007894300500070000408500027900308201001420508002750060000905100000640083324180056,267894315513276894498513627945368271671429538832751469786935142159642783324187956
067200390810679000200800007675080904302000000080037005030590126106000583508001000,467215398813679452259843617675182934342956871981437265734598126196724583528361749
673090051010005008280400600096000500800032700520940003932701804000000200000300915,673298451419675328285413679396187542841532796527946183932751864154869237768324915
523800170010703596600401320001048000206917835700536010960304000400000657072000040,523869174814723596697451328351248769246917835789536412965374281438192657172685943
405030007020605400000000500100020090203001706090008051040070000871400020530006800,465132987927685413318947562156724398283591746794368251642879135871453629539216874
000049020127000000000010386030002908200058400005004600760483090000000800010605200,683549721127836549549217386431762958296158473875394612762483195354921867918675234
703060054000000090000500006000720941001430005479010603800051000000043817060900532,793168254546372198218594376385726941621439785479815623837251469952643817164987532
060708201000062983000000760000075129502890007910004530090083470875416392240050010,369748251754162983128539764486375129532891647917624538691283475875416392243957816
300701800000020354020435009569000018070010026080650700740009030006047000001060247,354791862917826354628435179569372418473918526182654793745289631236147985891563247
007213908908040000102960740300150472054030800090800653875491320603785094410326087,547213968968547231132968745386159472754632819291874653875491326623785194419326587
004006013500300429301000850097164085045000000806500142409603070680705901703900560,924856713568371429371429856297164385145238697836597142459613278682745931713982564
000640089908705000346809005020004608401006000639050000170380000000490007003067810,752643189918725463346819275527134698481976532639258741174382956865491327293567814
000000069104070050200890047540000080300028605086003000035060910000539800079004532,758341269194672358263895147542916783317428695986753421835267914421539876679184532
200009340000400056040623007750016030300287900029340008462108009007590004090760100,276859341983471256541623897758916432314287965629345718462138579137592684895764123
810000400507421000004000006000007060720560100000230000001050093600000247300694850,819376425567421938234985716958147362723569184146238579481752693695813247372694851
628040300009638421310059870000701000260400100401500638000910000096000210000000063,628147359759638421314259876983761542265483197471592638532916784896374215147825963
600059138009863027020170950508907260910305804070600593300002705095786010000000609,647259138159863427823174956538947261916325874274618593361492785495786312782531649
170000900050300462000095037230071000798504601460000503904063058580249306000150709,173426985859317462642895137235671894798534621461982573914763258587249316326158749
000080600001002380040570100004800010060040053000725040409310560010260030700408290,392184675571692384648573129954836712267941853183725946429317568815269437736458291
500013000012908403000740006000009000900001037780500100005006780200005300468037052,547613298612958473839742516126379845954281637783564129395426781271895364468137952
064003000005706000371050904190000530250001078000000090000580010089107600002609857,864913725925746381371258964198472536256391478743865192637584219589127643412639857
100050030000046700704890002001039070020008005050600940500060000000901050003005100,189257634235146789764893512641539278927418365358672941512364897876921453493785126
900000200803060045450090003290705006040000000000200804000000050009008407070530020,967354281823167945451892763298745316146983572735216894382471659519628437674539128
040100000006052400520906170607000580930005701080020936050630800000510200861004309,349187625176352498528946173617493582932865741485721936254639817793518264861274359
000901643700000009009000000806530024000200036000009500307142805258306070190700360,582971643741863259639425718816537924975284136423619587367142895258396471194758362
348200001205400709000650284070040006821090400604015002080107090000508007007004308,348279561265481739719653284573842916821796453694315872482137695936528147157964328
239046170457190028810257090501680300302415867640000200063000014025370906980061030,239846175457193628816257493571682349392415867648739251763928514125374986984561732
060184052508000103020000068105040607079860010080301000390027040000406090457018030,763184952548692173921753468135249687279865314684371529396527841812436795457918236
006074980000500000080169700268001370730000004451007628340712806000095407697840050,126374985974528163583169742268451379739286514451937628345712896812695437697843251
700000905060790410139002006008000200093800000010005840041000090380900164000406000,724681935865793412139542786478169253593824671216375849641238597382957164957416328
000000030009807050000340800048020510000900068016580300830000645021005907090008000,184259736369817254572346891748623519253971468916584372837192645621435987495768123
408037016003902000000010938040090020380124567007000100000601400021003650804050071,498537216613982745572416938146795823389124567257368194935671482721843659864259371
004080000270061000913470056030720480709000002002004005007600010301247568000010200,564389721278561943913472856135726489749158632682934175827695314391247568456813297
542670008000000600167398042034827050201950063805160000050209716019086000000700980,542671398983542671167398542634827159271954863895163427458239716719486235326715984
690542108081600030240018060800150247000020083760403091070900806008260750900805010,693542178581697432247318965839156247154729683762483591475931826318264759926875314
002380105635100048100605700301468900009201030074050800983516472000039650516740380,792384165635197248148625793351468927869271534274953816983516472427839651516742389
004586020008002070020009486700890010090071050800640090203160040009350160000020530,974586321638412975521739486742895613396271854815643297253168749489357162167924538
700603524000807000050000070390475000400000000170200090040000800830000712009000043,781693524924857361653124978392475186465918237178236495247361859836549712519782643
020400089087203400050700030005087240062014008000000007008546973043000021070000060,326451789987263415451798632195387246762914358834625197218546973643879521579132864
500903720000000060090020304020051800701089006405300000900560070800000001000002685,564913728273845169198627354629451837731289546485376912912568473856734291347192685
580709002030020008200800640005600324800370910090400000028900000060580000951040706,584769132639124578217835649175698324846372915392451867728916453463587291951243786
406290801000864350020000400004007920270410530680950000802700090035086000740029005,456293871197864352328571469514637928279418536683952714862745193935186247741329685
458096010390410007000000500137502080506003000049681000005030009920154670074069301,458796213392415867761328594137542986586973142249681735615837429923154678874269351
720030000109800760468157309643090082510000000800360410200070054904018230000029800,725936148139842765468157329643791582517284693892365417281673954974518236356429871
800400603023890040000106890070040000004003720065080410002018050506079100900060230,819425673623897541457136892278941365194653728365782419742318956536279184981564237
270340000000006030100957000001000003000513270300000189000000800043080900000290316,276348591594126738138957462421879653869513274357462189912635847643781925785294316
060002000700601008200078040000086709006020850800795610093817060500200000007030900,168942375734651298259378146315486729976123854842795613493817562581269437627534981
000300000007460805600090300006040000100780042084000516009652401068913007512074003,845327169937461825621598374296145738153786942784239516379652481468913257512874693
007100300043500000600000048100053694500700001400601000960200070021490086004000009,297184365843576912615932748172853694586749231439621857968215473321497586754368129
570261000000950200090030001005010080020090063000000790340009000800143507751000340,574261938613958274298437651935716482427895163186324795342579816869143527751682349
086370095710200386400850210138900050502007940970508631301090074800012563057400109,286371495715249386493856217138964752562137948974528631321695874849712563657483129
090054300000008065052013090900472630071935840023186009510327486030001007768040000,196754328347298165852613794985472631671935842423186579519327486234861957768549213
060013000300208576008007009800409600405630000076800020000000060602104700080026090,567913842391248576248567319823479651415632987976851423139785264652194738784326195
081009620970200014362070050010000843000810005500602000824060000050008102090003486,481359627975286314362471958216795843739814265548632791824167539653948172197523486
300900200600270403007140500406005107081600004502417600260731000040000031073590002,314956278659278413827143596496385127781629354532417689268731945945862731173594862
094000600850016000260704008928107000107608900536409100605001000489302750300900006,794583612853216479261794538928157364147638925536429187675841293489362751312975846
980005602007002508000070400290107000070090001006208090823000007140020306000403100,981345672437962518652871439294157863378694251516238794823516947145729386769483125
007162583032075164061000297009037852008014739073500416900706301300451978010398625,497162583832975164561843297149637852658214739273589416985726341326451978714398625
008050070509300104630700000006000000480007005107090200740020030000000000025100009,218459673579362184634781952396245817482617395157893246741926538963578421825134769
506900000200000900749310600403050006670030020090600000004280093050700010007003002,536978241218564937749312685423859176675431829891627354164285793352796418987143562
080709065950416000040830009762190000300050120000004090801000650000060978630007201,183729465957416832246835719762193584394658127518274396871942653425361978639587241
024800710137420680060001250410087905009000870080000001000530090600000300300090568,524869713137425689968371254413687925259143876786952431842536197695718342371294568
092064015085300924340020800000670159507409682260080040028000561073250098000148230,792864315685317924341925876834672159517439682269581743428793561173256498956148237
105007060060002004000003105000079050203018400000200701508604007030085010090000500,125847963369152874847963125681479352273518496954236781518694237432785619796321548
006800004700004005342000018000000500067509300030000087590241700001630800020908400,156893274789124635342756918214387596867519342935462187598241763471635829623978451
395612748014985620002073950126004537879506214043000860200050400057009082008241375,395612748714985623682473951126894537879536214543127869231758496457369182968241375
080001400009080100561400008010269704700805001625000030250000900108090040000120007,382951476479386125561472398813269754794835261625714839257648913138597642946123587
045380002070000040000001580068003000702600004153074060316007005027800009084002600,645389172871265943239741586468523791792618354153974268316497825527836419984152637
003401000010000004000200157000603200000008040000012709149300008076000020002860400,793451862215786934468239157987643215521978346634512789149325678876194523352867491
034052768005006302900830014590304000720000043010008905000600030009705800680400009,134952768875146392962837514596374281728591643413268975251689437349715826687423159
059070320208010050136004900905600207803700040020300065500000413601037582042080006,459876321278913654136524978915648237863752149724391865587269413691437582342185796
500000080090080003800071902750009040300050100008204500980025001100308000200100860,521963487497582613863471952752819346349756128618234579984625731176348295235197864
030090050080030020402070100000700800040006230850000600028010900100560008300000010,731298456685431729492675183216743895947856231853129674528314967179562348364987512
073950001002000503000000000206501008700603000000004017980006005000200080500100400,473952861192468573865317942246571398718693254359824617984736125631245789527189436
090760030500810090801002000300050904004630007075000103020100000050346019000009008,492765831567813492831492756316257984984631527275984163629178345758346219143529678
047200008006470290020061074091502800008039002074600030703000006080056020060380140,147293658836475291925861374391542867658739412274618935713924586489156723562387149
020010653100073908805092107200740800643089270010020400400807012002001004381004006,927418653164573928835692147259746831643189275718325469496837512572961384381254796
084603509610000800037902416100025600070308005352146980960034758020861004040500060,284613579619457832537982416198725643476398125352146987961234758725861394843579261
090237461720014098640090273105000020004960105900103047450009712317006900000701056,598237461723614598641895273135478629874962135962153847456389712317526984289741356
609084735000093200830170000071000040000807000008402009405061000320000080100728004,619284735754693218832175496271956843943817562568432179485361927327549681196728354
000086017006007238008100560204809000807620340560000900080204070470361890005790024,923586417156947238748132569234819756897625341561473982689254173472361895315798624
035026001214073506600150700580430010041068005006010098023005870800201054450387160,735826941214973586698154723582439617941768235376512498123645879867291354459387162
005200670609000400000490000064031582503800000001904036290080054340620090000000267,485213679619578423732496815964731582573862941821954736296187354347625198158349267
006073090000040000750208040000360000032400005069507083000004850004030072020806431,246173598398645127751298346875362914132489765469517283613724859584931672927856431
060090480000608073005000260091300000040007052078049130006704090807000004934180720,762593481419628573385471269291365847643817952578249136126754398857932614934186725
800009306020830000000700001418093070090005160002108940000056204056001007140000695,874519326621834759935762481418693572397425168562178943789356214256941837143287695
080000024200400870000000503870090000500610080002500030490000060760003018100008040,389756124251439876647821593876392451534617289912584637498175362765243918123968745
028060315615382040703145008000608032902504086000020004069200450301006000000401000,428769315615382749793145628574618932932574186186923574869237451341856297257491863
200009083300040701006000040010826007025100300004003028068007030000302010000000009,241769583359248761786531942913826457825174396674953128168497235597382614432615879
090005016700180000000003708027416509040538627030000040500307060200059104000020070,398275416756184293412963758827416539149538627635792841581347962273659184964821375
214300650003005020097064000601750004402039001009040582000096030036008000128003000,214387659863915427597264813681752394452839761379641582745196238936428175128573946
809706312400000906627139048980320065504061239362597084000012893290003001106005000,859746312413258976627139548981324765574861239362597184745612893298473651136985427
000610400790000126040027050480306900360080700107005863530068091006000070900100000,253619487798543126641827359485376912369281745127495863534768291816932574972154638
070830090060000007580104326012400905000000008000001240100090000020605781800010059,271836594364259817589174326612483975435927168798561243156798432923645781847312659
624005301598031470031846905009008734475309068380000019800492003143567000900083647,624975381598231476731846925219658734475319268386724519867492153143567892952183647
010300060830000070500040029000438050160002080405060000629784513000203800300010792,912357468834926175576841329297438651163572984485169237629784513751293846348615792
827510036065300180010860540056043009900752013200086075174605290503200000692008050,827514936465329187319867542756143829948752613231986475174635298583291764692478351
004102597010000260300609014048503009105708400200490058500086000020000005800305900,684132597917854263352679814748563129195728436236491758579286341423917685861345972
002904003050000040480530106000000002020309500971805604745280090230091765006000008,612974853357618249489532176563147982824369517971825634745286391238491765196753428
080705302213084970007310846301807050058021430720503081102070590000230004064108723,486795312213684975597312846341867259658921437729543681132476598875239164964158723
080930200530702800492810006000250060608003400003467108000021687200300514000070003,781936245536742891492815736174258369658193472923467158349521687267389514815674923
021068750840503021500001408204005090000020034109000080312000000008032040090006010,921468753846573921573291468284315697657829134139647285312954876768132549495786312
601000380000390001030015920453960070160240500002003006000036407000800010010070690,691724385524398761837615924453961872168247539972583146289136457746859213315472698
093172400410856000052090081029500008008930540105260300501000006234605070986710000,893172465417856923652394781329547618768931542145268397571429836234685179986713254
